loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
L-100044,B-500044,mortgage,2023-04-26,2038-04-26,451811.87,219631.80,5.02,180,IL,refinance,A,10+ years,<30k,current,0,First National,2026-07-05,2026-08-22,complete,origination
L-100045,B-500045,mortgage,2018-11-07,2033-11-07,82389.88,31767.86,4.54,180,NY,purchase,B,1-3 years,75k-100k,current,0,Rocket Servicing,2026-06-20,2026-08-12,complete,portal_upload
L-100046,B-500046,auto,2024-06-11,2031-06-11,385043.38,95794.93,5.74,84,SC,debt_consolidation,C,< 1 year,<30k,current,0,Mr. Cooper,2026-07-06,2026-08-10,complete,portal_upload
L-100047,B-500047,personal,2020-08-01,2025-08-01,189575.97,143032.46,6.00,60,FL,debt_consolidation,D,3-5 years,30k-50k,current,0,Chase Home Lending,2026-07-19,2026-08-02,complete,portal_upload
L-100048,B-500048,mortgage,2022-03-23,2042-03-23,471116.55,137193.82,6.79,240,TX,debt_consolidation,D,< 1 year,100k-150k,delinquent,90,LoanCare,2026-06-23,2026-08-04,complete,legacy_crm
L-100049,B-500049,auto,2021-08-28,2028-08-28,604393.01,319028.03,3.95,84,GA,purchase,A,1-3 years,75k-100k,current,0,Pennymac,2026-08-03,2026-08-13,verified,servicing_core
,,mortgage,2023-02-09,2038-02-09,155713.97,51323.60,4.40,180,CA,refinance,B,< 1 year,<30k,current,0,Mr. Cooper,2026-07-01,2026-08-22,complete,portal_upload
L-100051,B-500051,auto,2019-07-08,2029-07-08,493229.26,306865.60,5.50,120,NC,refinance,A,10+ years,75k-100k,current,0,LoanCare,2026-08-20,2026-08-24,complete,legacy_crm
L-100052,B-500052,mortgage,2023-04-02,2043-04-02,69182.64,29066.65,5.34,240,FL,debt_consolidation,B,< 1 year,100k-150k,current,0,Wells Fargo Servicing,2026-06-09,2026-08-22,verified,origination
L-100053,B-500053,auto,2018-12-26,2021-12-26,106392.88,72015.98,4.58,36,IN,debt_consolidation,B,5-10 years,150k+,current,0,LoanCare,2026-08-06,2026-08-05,complete,origination
L-100054,B-500054,personal,2024-05-21,2027-05-21,410288.02,149446.98,3.81,36,AZ,refinance,B,1-3 years,<30k,current,0,Wells Fargo Servicing,2026-06-01,2026-08-06,complete,portal_upload
L-100055,B-500055,mortgage,2020-01-27,2035-01-27,354306.54,90921.47,8.27,180,NC,refinance,A,< 1 year,30k-50k,current,0,Mr. Cooper,2026-07-28,2026-08-06,complete,portal_upload
L-100056,B-500056,student,2023-12-03,2033-12-03,587389.87,175424.41,8.56,120,AZ,debt_consolidation,D,10+ years,75k-100k,current,0,Freedom Mortgage,2026-06-23,2026-08-06,complete,origination
L-100057,B-500057,mortgage,2023-05-28,2053-05-28,364963.74,247242.25,8.34,360,OH,debt_consolidation,D,< 1 year,75k-100k,current,0,Wells Fargo Servicing,2026-07-12,2026-08-15,complete,servicing_core
L-100058,B-500058,commercial,2023-08-24,2028-08-24,411788.48,160071.66,4.75,60,OR,debt_consolidation,B,1-3 years,100k-150k,current,0,LoanCare,2026-07-17,2026-08-18,complete,servicing_core
L-100059,B-500059,auto,2024-04-13,2031-04-13,563832.18,217979.01,7.24,84,UT,cash_out_refinance,D,3-5 years,150k+,current,0,Wells Fargo Servicing,2026-08-12,2026-08-02,verified,legacy_crm
,,student,2021-04-12,2024-04-12,120091.16,53593.51,5.10,36,TX,debt_consolidation,A,5-10 years,50k-75k,current,0,First National,2026-08-12,2026-08-05,complete,portal_upload
L-100061,B-500061,mortgage,2024-07-23,2039-07-23,109665.95,46509.85,6.54,180,NY,cash_out_refinance,C,10+ years,75k-100k,delinquent,30,First National,2026-07-02,2026-08-23,complete,portal_upload
L-100062,B-500062,student,2023-04-07,2030-04-07,306187.14,101998.69,4.54,84,SC,cash_out_refinance,A,1-3 years,150k+,current,0,Rocket Servicing,2026-07-10,2026-08-20,complete,servicing_core
L-100063,B-500063,personal,2024-02-18,2027-02-18,586802.73,434943.57,6.36,36,CT,home_improvement,D,< 1 year,30k-50k,current,0,First National,2026-07-22,2026-08-07,complete,origination
L-100064,B-500064,auto,2019-12-10,2022-12-10,191890.29,118345.66,6.23,36,WI,home_improvement,B,< 1 year,100k-150k,current,0,Pennymac,2026-07-16,2026-08-21,complete,legacy_crm
L-100065,B-500065,mortgage,2019-04-12,2034-04-12,649998.64,597671.11,4.06,180,AL,debt_consolidation,C,< 1 year,75k-100k,current,0,Freedom Mortgage,2026-07-11,2026-08-06,complete,legacy_crm
L-100066,B-500066,auto,2019-06-28,2024-06-28,256771.29,40227.32,3.49,60,CT,debt_consolidation,A,5-10 years,150k+,current,0,Pennymac,2026-08-14,2026-08-21,complete,portal_upload
L-100067,B-500067,student,2023-10-19,2033-10-19,91997.73,45192.92,3.33,120,WI,debt_consolidation,D,10+ years,75k-100k,current,0,Freedom Mortgage,2026-07-23,2026-08-22,complete,legacy_crm
L-100068,B-500068,personal,2022-08-10,2032-08-10,608357.71,349262.61,8.55,120,GA,debt_consolidation,E,5-10 years,75k-100k,current,0,First National,2026-08-03,2026-08-09,complete,portal_upload
L-100069,B-500069,mortgage,2021-12-26,2036-12-26,388068.93,329583.27,4.46,180,FL,home_improvement,D,10+ years,150k+,current,0,Mr. Cooper,2026-08-26,2026-08-22,complete,servicing_core
,,mortgage,2020-02-25,2040-02-25,168459.75,59638.93,4.94,240,WI,refinance,E,3-5 years,50k-75k,current,0,First National,2026-06-03,2026-08-23,complete,servicing_core
L-100071,B-500071,personal,2022-06-27,2029-06-27,385028.09,271854.42,4.39,84,TN,purchase,A,10+ years,75k-100k,current,0,Freedom Mortgage,2026-07-02,2026-08-19,complete,servicing_core
L-100072,B-500072,mortgage,2019-03-07,2034-03-07,263232.25,248144.18,4.62,180,TX,debt_consolidation,E,10+ years,30k-50k,current,0,LoanCare,2026-06-10,2026-08-13,complete,portal_upload
L-100073,B-500073,auto,2022-02-12,2025-02-12,307018.44,172532.95,7.78,36,FL,purchase,A,10+ years,150k+,current,0,LoanCare,2026-08-22,2026-08-02,verified,portal_upload
L-100074,B-500074,student,2018-09-14,2021-09-14,495747.07,121306.12,5.41,36,CA,cash_out_refinance,D,10+ years,<30k,current,0,LoanCare,2026-08-06,2026-08-08,complete,portal_upload
L-100075,B-500075,auto,2024-04-17,2034-04-17,94598.74,35757.67,7.92,120,MD,refinance,D,10+ years,30k-50k,current,0,Rocket Servicing,2026-06-18,2026-08-12,complete,legacy_crm
L-100076,B-500076,commercial,2024-10-11,2029-10-11,639085.13,226950.29,4.69,60,NY,cash_out_refinance,A,< 1 year,50k-75k,current,0,LoanCare,2026-07-06,2026-08-22,verified,portal_upload
L-100077,B-500077,commercial,2024-12-22,2034-12-22,397473.50,158809.09,6.86,120,AZ,home_improvement,D,< 1 year,<30k,current,0,Rocket Servicing,2026-06-27,2026-08-12,complete,servicing_core
L-100078,B-500078,commercial,2024-04-27,2034-04-27,627407.23,163770.12,6.19,120,FL,debt_consolidation,C,5-10 years,<30k,current,0,Wells Fargo Servicing,2026-08-22,2026-08-19,complete,servicing_core
L-100079,B-500079,student,2018-01-22,2021-01-22,251915.53,237399.61,8.02,36,PA,debt_consolidation,B,1-3 years,30k-50k,current,0,Mr. Cooper,2026-08-28,2026-08-08,verified,origination
,,commercial,2018-08-02,2028-08-02,578883.38,505953.42,6.96,120,CA,home_improvement,E,10+ years,100k-150k,current,0,Pennymac,2026-08-01,2026-08-13,complete,servicing_core
L-100081,B-500081,student,2018-04-14,2021-04-14,638246.66,488614.59,3.78,36,NY,refinance,D,10+ years,150k+,current,0,Rocket Servicing,2026-07-19,2026-08-23,verified,portal_upload
L-100082,B-500082,mortgage,2019-09-18,2039-09-18,584386.90,119267.81,5.31,240,NJ,cash_out_refinance,C,5-10 years,50k-75k,current,0,Pennymac,2026-06-12,2026-08-05,complete,servicing_core
L-100083,B-500083,student,2019-12-23,2024-12-23,578492.26,525973.91,4.13,60,TX,debt_consolidation,D,< 1 year,100k-150k,current,0,First National,2026-07-07,2026-08-07,verified,servicing_core
L-100084,B-500084,student,2021-09-13,2028-09-13,451056.15,158253.99,6.83,84,UT,purchase,D,< 1 year,30k-50k,current,0,Wells Fargo Servicing,2026-06-01,2026-08-07,complete,origination
L-100085,B-500085,commercial,2020-07-07,2030-07-07,347752.06,199977.51,8.37,120,AL,refinance,A,10+ years,50k-75k,current,0,LoanCare,2026-06-18,2026-08-11,complete,portal_upload
L-100086,B-500086,student,2024-02-24,2031-02-24,594968.08,310173.53,4.01,84,OR,debt_consolidation,B,< 1 year,50k-75k,current,0,LoanCare,2026-07-20,2026-08-18,verified,portal_upload
L-100087,B-500087,mortgage,2022-12-17,2052-12-17,300141.68,257601.54,7.61,360,LA,debt_consolidation,D,10+ years,100k-150k,current,0,Chase Home Lending,2026-06-18,2026-08-04,complete,portal_upload
L-100088,B-500088,mortgage,2021-01-16,2051-01-16,431370.74,351167.65,5.24,360,MD,purchase,D,< 1 year,30k-50k,current,0,Chase Home Lending,2026-06-19,2026-08-15,complete,legacy_crm
L-100089,B-500089,commercial,2018-11-14,2025-11-14,50986.69,33700.71,7.97,84,VA,home_improvement,B,10+ years,30k-50k,current,0,Chase Home Lending,2026-07-02,2026-08-08,complete,portal_upload
,,mortgage,2022-01-01,2052-01-01,305603.28,259516.86,4.45,360,MN,home_improvement,D,5-10 years,30k-50k,current,0,First National,2026-07-15,2026-08-16,verified,servicing_core
L-100091,B-500091,student,2019-01-19,2026-01-19,290555.70,128647.25,6.44,84,IL,purchase,E,5-10 years,75k-100k,current,0,First National,2026-07-21,2026-08-05,complete,legacy_crm
L-100092,B-500092,mortgage,2020-08-20,2050-08-20,94900.24,69690.34,6.22,360,MO,home_improvement,E,10+ years,<30k,current,0,Chase Home Lending,2026-07-23,2026-08-19,complete,legacy_crm
L-100093,B-500093,auto,2021-11-27,2031-11-27,394399.59,124285.15,3.63,120,TN,refinance,B,1-3 years,50k-75k,current,0,Chase Home Lending,2026-06-17,2026-08-20,complete,portal_upload
L-100094,B-500094,mortgage,2021-01-05,2036-01-05,211627.92,110886.62,6.75,180,IN,purchase,E,3-5 years,<30k,current,0,First National,2026-08-27,2026-08-25,complete,portal_upload
L-100095,B-500095,auto,2023-12-07,2026-12-07,79598.38,18309.52,4.35,36,PA,purchase,D,3-5 years,<30k,current,0,Rocket Servicing,2026-08-07,2026-08-24,complete,legacy_crm
L-100096,B-500096,mortgage,2021-09-10,2041-09-10,412002.55,158970.82,8.17,240,TN,purchase,D,1-3 years,30k-50k,current,0,First National,2026-06-06,2026-08-22,verified,portal_upload
L-100097,B-500097,student,2019-06-25,2022-06-25,75157.36,53341.49,4.58,36,MD,cash_out_refinance,B,5-10 years,50k-75k,current,0,LoanCare,2026-08-16,2026-08-09,complete,portal_upload
L-100098,B-500098,commercial,2021-11-13,2028-11-13,229733.10,149089.67,7.19,84,OK,purchase,E,3-5 years,30k-50k,current,0,First National,2026-06-26,2026-08-17,complete,portal_upload
L-100099,B-500099,student,2023-11-25,2030-11-25,215554.19,109745.89,8.47,84,NJ,debt_consolidation,E,5-10 years,100k-150k,current,0,Pennymac,2026-08-26,2026-08-04,complete,legacy_crm
,,personal,2022-02-09,2032-02-09,384092.44,206975.89,6.95,120,WA,debt_consolidation,E,5-10 years,75k-100k,current,0,Mr. Cooper,2026-06-27,2026-08-24,verified,origination
L-100101,B-500101,personal,2019-06-17,2029-06-17,451598.91,232003.26,6.93,120,NY,cash_out_refinance,C,1-3 years,30k-50k,delinquent,120,Pennymac,2026-07-07,2026-08-12,complete,origination
L-100102,B-500102,mortgage,2018-06-03,2048-06-03,177572.93,101995.03,7.51,360,MA,debt_consolidation,A,3-5 years,<30k,current,0,First National,2026-07-04,2026-08-25,verified,origination
L-100103,B-500103,student,2024-12-16,2034-12-16,298899.74,67914.59,4.33,120,OR,home_improvement,D,< 1 year,50k-75k,current,0,Freedom Mortgage,2026-06-07,2026-08-18,complete,servicing_core
L-100104,B-500104,commercial,2023-01-14,2030-01-14,495797.37,283480.02,7.51,84,MO,purchase,C,10+ years,150k+,current,0,Freedom Mortgage,2026-07-19,2026-08-15,verified,origination
L-100105,B-500105,mortgage,2024-01-01,2044-01-01,337514.85,258597.24,4.23,240,CO,purchase,E,3-5 years,150k+,current,0,Mr. Cooper,2026-08-23,2026-08-24,verified,portal_upload
L-100106,B-500106,auto,2020-09-28,2025-09-28,245961.93,80237.02,3.82,60,OR,refinance,E,3-5 years,100k-150k,current,0,Rocket Servicing,2026-07-11,2026-08-06,verified,servicing_core
L-100107,B-500107,commercial,2024-11-04,2027-11-04,580911.80,423782.40,7.83,36,MD,refinance,A,1-3 years,150k+,delinquent,120,Freedom Mortgage,2026-07-06,2026-08-13,verified,portal_upload
L-100108,B-500108,personal,2018-09-01,2025-09-01,161982.16,0.00,7.29,84,CO,debt_consolidation,C,10+ years,<30k,closed,0,Mr. Cooper,2026-08-03,2026-08-09,complete,servicing_core
L-100109,B-500109,mortgage,2018-02-10,2038-02-10,142233.31,90594.81,3.84,240,AZ,debt_consolidation,B,5-10 years,30k-50k,current,0,Freedom Mortgage,2026-07-01,2026-08-22,complete,servicing_core
L-100110,B-500110,mortgage,not-a-date,2036-06-10,204501.19,167439.81,3.58,180,SC,debt_consolidation,E,5-10 years,<30k,current,0,Mr. Cooper,2026-06-15,2026-08-20,verified,origination
L-100111,B-500111,mortgage,2024-02-21,2044-02-21,290333.78,78328.45,6.48,240,OH,refinance,D,10+ years,150k+,current,0,Freedom Mortgage,2026-07-24,2026-08-09,complete,origination
L-100112,B-500112,mortgage,2019-03-19,2049-03-19,384925.29,308849.68,5.03,360,CA,home_improvement,B,10+ years,30k-50k,current,0,First National,2026-06-06,2026-08-04,complete,origination
L-100113,B-500113,personal,2019-10-19,2026-10-19,343614.05,221671.17,7.56,84,MA,refinance,B,5-10 years,<30k,late,15,Wells Fargo Servicing,2026-07-24,2026-08-15,complete,servicing_core
L-100114,B-500114,mortgage,2019-02-03,2034-02-03,214654.77,75901.26,4.99,180,LA,debt_consolidation,B,3-5 years,150k+,current,0,Mr. Cooper,2026-07-03,2026-08-02,complete,origination
L-100115,B-500115,auto,2024-05-22,2029-05-22,628535.52,468488.34,8.05,60,TN,home_improvement,E,1-3 years,<30k,current,0,Mr. Cooper,2026-06-01,2026-08-03,complete,portal_upload
L-100116,B-500116,mortgage,2021-10-22,2051-10-22,59211.81,10694.82,4.80,360,AZ,cash_out_refinance,C,5-10 years,75k-100k,current,0,Pennymac,2026-07-25,2026-08-24,complete,origination
L-100117,B-500117,student,2019-01-03,2024-01-03,151358.22,48460.36,3.57,60,WA,cash_out_refinance,E,10+ years,100k-150k,current,0,Mr. Cooper,2026-07-22,2026-08-18,verified,servicing_core
L-100118,B-500118,auto,2020-01-09,2023-01-09,301072.83,278445.56,6.08,36,NY,purchase,D,5-10 years,150k+,current,0,Freedom Mortgage,2026-06-05,2026-08-08,verified,legacy_crm
L-100119,B-500119,auto,2019-02-20,2026-02-20,150149.94,66566.03,6.02,84,GA,cash_out_refinance,E,< 1 year,30k-50k,current,0,LoanCare,2026-07-15,2026-08-03,complete,servicing_core
L-100120,B-500120,auto,not-a-date,2030-05-13,255058.35,43595.36,6.37,120,TN,cash_out_refinance,A,10+ years,50k-75k,delinquent,90,Mr. Cooper,2026-07-05,2026-08-05,verified,servicing_core
L-100121,B-500121,mortgage,2021-07-10,2041-07-10,531400.60,433844.34,6.45,240,CO,debt_consolidation,E,10+ years,<30k,current,0,Freedom Mortgage,2026-06-14,2026-08-03,verified,origination
L-100122,B-500122,commercial,2023-08-23,2026-08-23,580360.46,217275.46,8.46,36,MA,refinance,D,3-5 years,150k+,current,0,Chase Home Lending,2026-06-06,2026-08-03,complete,portal_upload
L-100123,B-500123,mortgage,2020-01-19,2050-01-19,69656.04,43799.26,7.93,360,NC,purchase,C,1-3 years,50k-75k,current,0,Pennymac,2026-08-09,2026-08-02,complete,origination
L-100124,B-500124,personal,2021-08-06,2028-08-06,636215.53,540308.30,5.69,84,WI,debt_consolidation,E,< 1 year,100k-150k,current,0,LoanCare,2026-06-03,2026-08-17,verified,portal_upload
L-100125,B-500125,mortgage,2022-03-20,2042-03-20,455617.66,78052.51,7.24,240,TX,debt_consolidation,E,1-3 years,50k-75k,current,0,LoanCare,2026-06-13,2026-08-12,complete,servicing_core
L-100126,B-500126,mortgage,2023-05-10,2053-05-10,200138.20,129489.88,5.44,360,MI,debt_consolidation,D,10+ years,30k-50k,current,0,Freedom Mortgage,2026-06-20,2026-08-12,complete,servicing_core
L-100127,B-500127,mortgage,2022-02-17,2052-02-17,646856.73,589544.84,3.52,360,CO,refinance,E,1-3 years,150k+,late,15,Wells Fargo Servicing,2026-08-14,2026-08-12,complete,legacy_crm
L-100128,B-500128,student,2023-09-06,2030-09-06,422126.53,361951.92,6.64,84,WA,refinance,B,10+ years,75k-100k,current,0,Freedom Mortgage,2026-08-22,2026-08-06,verified,legacy_crm
L-100129,B-500129,commercial,2023-03-12,2026-03-12,134637.59,110654.08,3.63,36,AZ,purchase,B,1-3 years,30k-50k,current,0,LoanCare,2026-06-28,2026-08-15,complete,legacy_crm
L-100130,B-500130,mortgage,not-a-date,2037-05-27,147192.06,82304.93,3.72,180,VA,refinance,E,< 1 year,50k-75k,current,0,Pennymac,2026-08-15,2026-08-01,verified,portal_upload
L-100131,B-500131,personal,2024-03-21,2031-03-21,348445.29,317076.48,3.93,84,TX,cash_out_refinance,E,< 1 year,150k+,current,0,Rocket Servicing,2026-07-04,2026-08-01,complete,legacy_crm
L-100132,B-500132,student,2022-09-24,2027-09-24,448910.55,120931.90,4.51,60,MI,home_improvement,E,< 1 year,75k-100k,delinquent,120,First National,2026-08-25,2026-08-14,complete,legacy_crm
L-100133,B-500133,student,2018-09-05,2021-09-05,242950.94,206961.01,4.75,36,FL,purchase,C,5-10 years,150k+,current,0,LoanCare,2026-08-02,2026-08-13,complete,portal_upload
L-100134,B-500134,mortgage,2022-05-22,2042-05-22,529424.77,285619.49,7.12,240,NJ,home_improvement,D,5-10 years,100k-150k,current,0,First National,2026-06-18,2026-08-16,verified,legacy_crm
L-100135,B-500135,mortgage,2020-12-19,2040-12-19,64035.96,18348.06,4.74,240,CO,refinance,D,< 1 year,150k+,current,0,Chase Home Lending,2026-06-03,2026-08-11,complete,servicing_core
L-100136,B-500136,mortgage,2018-03-02,2033-03-02,546020.86,244002.09,8.39,180,OH,purchase,D,10+ years,75k-100k,delinquent,120,Wells Fargo Servicing,2026-06-11,2026-08-02,complete,origination
